1.522151901242714882e+09,1.644000000000000000e+03,-1.325000000000000000e+04,1.019500000000000000e+04,-1.400000000000000000e+01,-4.300000000000000000e+01,4.030000000000000000e+02
1.522151901282812595e+09,1.688000000000000000e+03,-1.325000000000000000e+04,1.025100000000000000e+04,1.700000000000000000e+01,-1.260000000000000000e+02,3.410000000000000000e+02
1.522151901322729826e+09,1.687000000000000000e+03,-1.322900000000000000e+04,1.023300000000000000e+04,-2.300000000000000000e+01,-1.410000000000000000e+02,4.090000000000000000e+02
1.522151901362766743e+09,1.565000000000000000e+03,-1.323300000000000000e+04,1.018500000000000000e+04,-5.300000000000000000e+01,-1.080000000000000000e+02,4.530000000000000000e+02
1.522151901402745485e+09,1.614000000000000000e+03,-1.328600000000000000e+04,1.018300000000000000e+04,-4.400000000000000000e+01,-1.110000000000000000e+02,3.410000000000000000e+02
1.522151901442770243e+09,1.701000000000000000e+03,-1.323200000000000000e+04,1.021000000000000000e+04,3.300000000000000000e+01,-5.600000000000000000e+01,2.700000000000000000e+02
1.522151901482816696e+09,1.694000000000000000e+03,-1.327200000000000000e+04,1.023400000000000000e+04,-1.000000000000000000e+02,-3.900000000000000000e+01,2.580000000000000000e+02
1.522151901523246765e+09,1.646000000000000000e+03,-1.325000000000000000e+04,1.018600000000000000e+04,-5.800000000000000000e+01,-9.100000000000000000e+01,2.950000000000000000e+02
1.522151901563156843e+09,1.676000000000000000e+03,-1.327200000000000000e+04,1.017800000000000000e+04,-8.900000000000000000e+01,-9.200000000000000000e+01,3.680000000000000000e+02
1.522151901603104115e+09,1.673000000000000000e+03,-1.326200000000000000e+04,1.016700000000000000e+04,-4.100000000000000000e+01,-4.800000000000000000e+01,3.730000000000000000e+02
1.522151901642856359e+09,1.621000000000000000e+03,-1.325700000000000000e+04,1.014000000000000000e+04,-3.500000000000000000e+01,-7.500000000000000000e+01,3.870000000000000000e+02
1.522151901682878494e+09,1.621000000000000000e+03,-1.329600000000000000e+04,1.016300000000000000e+04,3.800000000000000000e+01,-1.210000000000000000e+02,4.120000000000000000e+02
1.522151901722874641e+09,1.643000000000000000e+03,-1.324900000000000000e+04,1.021000000000000000e+04,1.230000000000000000e+02,-1.510000000000000000e+02,3.660000000000000000e+02
1.522151901762860298e+09,1.654000000000000000e+03,-1.323300000000000000e+04,1.023100000000000000e+04,6.900000000000000000e+01,-1.270000000000000000e+02,2.720000000000000000e+02
1.522151901802916527e+09,1.653000000000000000e+03,-1.326700000000000000e+04,1.020600000000000000e+04,1.000000000000000000e+01,-4.600000000000000000e+01,2.610000000000000000e+02
