1.522151901242702246e+09,1.294000000000000000e+04,-6.523000000000000000e+03,3.706000000000000000e+03,-2.600000000000000000e+01,-9.000000000000000000e+00,2.350000000000000000e+02
1.522151901282804251e+09,1.295100000000000000e+04,-6.443000000000000000e+03,3.682000000000000000e+03,-1.510000000000000000e+02,5.000000000000000000e+00,2.460000000000000000e+02
1.522151901322722673e+09,1.289400000000000000e+04,-6.494000000000000000e+03,3.706000000000000000e+03,7.600000000000000000e+01,-2.700000000000000000e+01,2.910000000000000000e+02
1.522151901362759113e+09,1.284100000000000000e+04,-6.601000000000000000e+03,3.723000000000000000e+03,2.240000000000000000e+02,-4.100000000000000000e+01,3.180000000000000000e+02
1.522151901402737856e+09,1.288100000000000000e+04,-6.513000000000000000e+03,3.677000000000000000e+03,0.000000000000000000e+00,-3.000000000000000000e+01,2.440000000000000000e+02
1.522151901442762852e+09,1.294900000000000000e+04,-6.518000000000000000e+03,3.666000000000000000e+03,-3.860000000000000000e+02,-3.500000000000000000e+01,1.910000000000000000e+02
1.522151901482809067e+09,1.294600000000000000e+04,-6.487000000000000000e+03,3.709000000000000000e+03,-1.430000000000000000e+02,-9.000000000000000000e+01,1.960000000000000000e+02
1.522151901523231983e+09,1.287800000000000000e+04,-6.501000000000000000e+03,3.687000000000000000e+03,2.100000000000000000e+01,-9.000000000000000000e+01,2.240000000000000000e+02
1.522151901563142538e+09,1.289700000000000000e+04,-6.542000000000000000e+03,3.643000000000000000e+03,-3.300000000000000000e+01,-1.500000000000000000e+01,2.430000000000000000e+02
1.522151901603089571e+09,1.289200000000000000e+04,-6.554000000000000000e+03,3.650000000000000000e+03,-3.900000000000000000e+01,2.700000000000000000e+01,2.610000000000000000e+02
1.522151901642848969e+09,1.288600000000000000e+04,-6.548000000000000000e+03,3.688000000000000000e+03,1.190000000000000000e+02,0.000000000000000000e+00,2.760000000000000000e+02
1.522151901682869673e+09,1.288300000000000000e+04,-6.592000000000000000e+03,3.681000000000000000e+03,4.300000000000000000e+01,-1.900000000000000000e+01,2.440000000000000000e+02
1.522151901722867489e+09,1.289600000000000000e+04,-6.564000000000000000e+03,3.655000000000000000e+03,3.700000000000000000e+01,-4.800000000000000000e+01,1.750000000000000000e+02
1.522151901762852430e+09,1.289600000000000000e+04,-6.519000000000000000e+03,3.666000000000000000e+03,-9.200000000000000000e+01,-3.800000000000000000e+01,1.630000000000000000e+02
1.522151901802907944e+09,1.289600000000000000e+04,-6.543000000000000000e+03,3.669000000000000000e+03,-1.130000000000000000e+02,-9.000000000000000000e+00,1.450000000000000000e+02
1.522151901842986345e+09,1.291500000000000000e+04,-6.558000000000000000e+03,3.674000000000000000e+03,-1.260000000000000000e+02,-1.000000000000000000e+01,1.490000000000000000e+02
1.522151901882725954e+09,1.289200000000000000e+04,-6.549000000000000000e+03,3.629000000000000000e+03,-7.000000000000000000e+01,-6.100000000000000000e+01,1.620000000000000000e+02
1.522151901922791958e+09,1.292300000000000000e+04,-6.534000000000000000e+03,3.579000000000000000e+03,-1.030000000000000000e+02,1.300000000000000000e+01,1.260000000000000000e+02
1.522151901962949514e+09,1.298400000000000000e+04,-6.472000000000000000e+03,3.695000000000000000e+03,-1.710000000000000000e+02,1.170000000000000000e+02,1.370000000000000000e+02
1.522151902002713919e+09,1.290300000000000000e+04,-6.530000000000000000e+03,3.684000000000000000e+03,2.700000000000000000e+01,5.200000000000000000e+01,2.390000000000000000e+02
1.522151902042751312e+09,1.284700000000000000e+04,-6.600000000000000000e+03,3.686000000000000000e+03,3.400000000000000000e+02,1.000000000000000000e+01,2.420000000000000000e+02
1.522151902082714796e+09,1.289100000000000000e+04,-6.578000000000000000e+03,3.644000000000000000e+03,-8.400000000000000000e+01,5.700000000000000000e+01,2.110000000000000000e+02
1.522151902122780561e+09,1.293800000000000000e+04,-6.528000000000000000e+03,3.654000000000000000e+03,-2.120000000000000000e+02,2.800000000000000000e+01,1.950000000000000000e+02
1.522151902162643194e+09,1.289200000000000000e+04,-6.522000000000000000e+03,3.690000000000000000e+03,4.500000000000000000e+01,-1.500000000000000000e+01,1.720000000000000000e+02
1.522151902202873230e+09,1.288600000000000000e+04,-6.557000000000000000e+03,3.672000000000000000e+03,-3.500000000000000000e+01,4.000000000000000000e+00,1.790000000000000000e+02
